dish_id,gt_kcal,gt_ingr_count,gt_ingr,gpt-4.1-mini__kcal_est,gpt-4.1-mini__pct_err,gpt-4.1-mini__dish_ru,gpt-4.1__kcal_est,gpt-4.1__pct_err,gpt-4.1__dish_ru,gpt-4o__kcal_est,gpt-4o__pct_err,gpt-4o__dish_ru,claude-sonnet-4-6__kcal_est,claude-sonnet-4-6__pct_err,claude-sonnet-4-6__dish_ru,claude-haiku-4-5__kcal_est,claude-haiku-4-5__pct_err,claude-haiku-4-5__dish_ru,gemini-2.5-pro__kcal_est,gemini-2.5-pro__pct_err,gemini-2.5-pro__dish_ru,gemini-2.5-flash__kcal_est,gemini-2.5-flash__pct_err,gemini-2.5-flash__dish_ru
dish_1562011765,423.9,13,"jalapenos, mayonnaise, olive oil, garlic, carrot",320.0,24.5,Жареная брюссельская капуста с мясом и тертой морковью,220.0,48.1,Запеканка с брюссельской капустой и курицей,250.0,41.0,Тушеная брюссельская капуста с мясом и овощами,210.0,50.5,Жареная брюссельская капуста с грибами и овощами,425.0,0.3,Crispy chicken with roasted Brussels sprouts and fried onions,455.0,7.3,Жареная свинина с брюссельской капустой и салатом коул слоу,650.0,53.3,Жареная свинина с брюссельской капустой и салатом из капусты
dish_1562168648,41.6,5,"vinaigrette, raspberries, mixed greens, granola, blackberries",10.0,76.0,Салат с листьями салата и овощами,3.0,92.8,Салат из листьев салата,5.0,88.0,Салат из листьев салата,5.0,88.0,Листья салата (микс),12.0,71.2,Салат из зелени,4.0,90.4,Листовой салат,5.0,88.0,Листовой салат
dish_1562173111,792.2,1,chia seeds,180.0,77.3,Пудинг из семян чиа с фруктами,160.0,79.8,Чиа-пудинг с яблоком,250.0,68.4,Чиа-пудинг с фруктами,245.0,69.1,Чиа-пудинг с манго и яблоком,420.0,47.0,Каша с кукурузными палочками и сухофруктами,225.0,71.6,Чиа-пудинг с яблоком,220.0,72.2,Пудинг из семян чиа с яблоками
dish_1562603569,121.7,3,"bacon, olive oil, sweet potato",250.0,105.5,Жареный бекон с жареным картофелем,210.0,72.6,Жареный бекон с запечённым картофелем,300.0,146.5,Жареный бекон с картофелем,210.0,72.6,Жареный бекон с кусочками картофеля,485.0,298.6,Завтрак с беконом и жареной картошкой,125.0,2.7,Жареный бекон с картофелем,280.0,130.1,Жареный бекон и картофель
dish_1562613918,133.7,13,"apple, shallots, bulgur, salt, lemon juice",70.0,47.6,Салат из рукколы с брокколи и жареными овощами,70.0,47.6,"Салат с рукколой, брокколи и жареными баклажанами",120.0,10.2,"Салат с рукколой, брокколи и жареными овощами",140.0,4.7,Салат из рукколы с брокколи и жареными овощами,185.0,38.4,Салат с овощами гриль,135.0,1.0,"Овощной салат с рукколой, брокколи и запеченной тыквой",105.0,21.4,"Салат из рукколы, брокколи и запеченной тыквы"
dish_1562615070,14.5,3,"squash, olive oil, salt",40.0,176.4,запечённая тыква с рисом,55.0,280.1,Жареные баклажаны с картофелем и небольшим количеством мясного рагу,80.0,452.8,Овощи с мясом,130.0,798.3,Жареные овощи с мясом (небольшая порция),185.0,1178.4,Жареный картофель с овощами,35.0,141.9,Остатки еды,60.0,314.6,Остатки жареных овощей и крупы
dish_1562615153,468.2,24,"goat cheese, thyme, garlic, parsley, lemon juice",350.0,25.2,Жареная говядина с овощами и салатом,370.0,21.0,"Ассорти из жареного мяса, курицы, салата с рукколой и печёных овощей",,,,520.0,11.1,"Тарелка с тушёным мясом, рисом, жареными овощами и зелёным салатом",545.0,16.4,Стейк из говядины с жареным картофелем и овощным салатом,580.0,23.9,Тушеная говядина с запеченными овощами и салатом,620.0,32.4,"Мясное рагу с рисом, запеченными овощами и зеленым салатом"
dish_1562686492,160.0,1,chicken apple sausage,20.0,87.5,жареные шампиньоны,90.0,43.8,Куриные фрикадельки,80.0,50.0,Жареные грибы,52.0,67.5,Жареные шампиньоны целые,95.0,40.6,Жареные грибы,215.0,34.4,Жареные колбаски,450.0,181.2,Жареные колбаски
dish_1562687527,203.2,11,"radishes, berries, chicken apple sausage, vinegar, garlic",90.0,55.7,Салат с ягодами и фруктами,65.0,68.0,"Салат с зеленью, ягодами, дыней и кусочком батончика",90.0,55.7,Салат с фруктами и ягодами,145.0,28.6,"Фруктово-овощной салат со шпинатом, ягодами и сыром",145.0,28.6,Фруктово-ягодная тарелка с зеленью,95.0,53.3,"Салат со шпинатом, ягодами и дыней",120.0,41.0,Фруктово-ягодный салат со шпинатом и курицей
dish_1562688382,113.6,1,chicken apple sausage,160.0,40.8,Фрикадельки из индейки,160.0,40.8,Фрикадельки из мяса,250.0,120.1,Фрикадельки,310.0,172.9,Жареные фрикадельки (5 штук),245.0,115.7,Картофельные крокеты,280.0,146.5,Жареные фрикадельки,250.0,120.1,Фрикадельки или тефтели
dish_1562698239,407.6,10,"beef, salt, olive oil, spinach (cooked), shallots",320.0,21.5,Отварной белый рис с жареной говядиной,270.0,33.8,Говядина на гриле с отварным белым рисом,350.0,14.1,Рис с жареным мясом,490.0,20.2,Варёный рис с жареной свининой,485.0,19.0,Мясо с картофельным пюре,425.0,4.3,Жареное мясо с рисом,400.0,1.9,Рис с жареной курицей
dish_1562699612,98.4,3,"brown rice, quinoa, olive oil",130.0,32.1,Отварной белый рис и киноа с грибами,85.0,13.6,Две порции риса (отдельно варёный и жареный/плов),220.0,123.6,Рис с мясной смесью,117.0,18.9,Варёный бурый рис,198.0,101.2,Две котлеты из гречки,48.0,51.2,Отварной бурый рис и булгур,195.0,98.2,Кускус и бурый рис
dish_1562700760,370.1,11,"beef, cauliflower, shallots, spinach (cooked), olive oil",280.0,24.4,Жареная говядина с цветной капустой и грибами,220.0,40.6,Тушёная говядина с жареными грибами и отварным картофелем,,,,390.0,5.4,Картофельное пюре с жареными грибами и кусочками мяса,385.0,4.0,Мясо с картофельным пюре и грибами,415.0,12.1,Тушеное мясо с грибами и цветной капустой,480.0,29.7,Картофельное пюре с жареными грибами и мясом
dish_1562702813,41.1,8,"cucumbers, feta cheese, onions, olives, vinaigrette",25.0,39.1,Салат из листового салата с фасолью,35.0,14.7,Салат из листьев салата с оливками,,,,22.0,46.4,Салат из микс-зелени с оливками,18.0,56.2,Салат из смешанной зелени,65.0,58.3,Простой зеленый салат с оливками,80.0,94.9,"Салат с листьями салата, оливками и, возможно, сыром фета"
dish_1562702853,272.6,16,"spinach (cooked), olive oil, feta cheese, vinegar, cherry tomatoes",250.0,8.3,Тушёное мясо с луком и салат из листьев салата и фасоли,270.0,0.9,Говядина с луком и зелёный салат с фасолью,250.0,8.3,Салат с зеленью и мясом,230.0,15.6,Тушёная говядина с луком и зелёный салат,385.0,41.2,Салат с жареной курицей,315.0,15.6,Тушеное мясо с салатом,380.0,39.4,Тушеное мясо с луком и салат из листьев салата с оливками
dish_1562704564,292.0,10,"shallots, cheese pizza, spinach (cooked), olive oil, salt",350.0,19.9,Жареное мясо с запечённым картофелем с сыром,320.0,9.6,Говядина на гриле с кусочком лазаньи,450.0,54.1,Стейк с гарниром из запечённого картофеля с сыром,420.0,43.8,Говядина отварная/тушёная с зеленью и кусок пиццы,485.0,66.1,Говяжья вырезка с картофелем,355.0,21.6,Жареная свинина с кусочком пиццы Маргарита,450.0,54.1,Мясное блюдо с гарниром из шпината и кусочек пиццы Маргарита
dish_1562784266,131.8,2,"corn on the cob, pizza",120.0,9.0,кусок пиццы с кукурузой на пару,110.0,16.5,Кусочек пиццы с овощами и ломтик варёной кукурузы,150.0,13.8,Кусок пиццы с овощами и ломтик кукурузы,195.0,47.9,Кусочек пиццы и кружок варёной кукурузы,180.0,36.6,Закуска из помидоров с сыром и крекером,135.0,2.4,Мини-пицца с кукурузой,180.0,36.6,Кусочек пиццы с кукурузой
dish_1562785132,211.5,7,"fish, country rice, onions, olive oil, garlic",220.0,4.0,Запеканка из курицы с овощами и грибами,230.0,8.7,"Запеканка с курицей, овощами и сыром",320.0,51.3,Запеканка с овощами и мясом,310.0,46.5,Запечённая тыква с гречкой и сливочным соусом,285.0,34.7,Котлеты мясные с овощами,385.0,82.0,Жареная рыба или курица с соусом и гарниром из крупы,450.0,112.7,Жареная рыба с соусом и гарниром из крупы
dish_1562787745,85.4,11,"garlic, bulgur, salt, shallots, cranberries",10.0,88.3,Салат из зелени с цветной капустой,18.0,78.9,Салат из зелени с цветной капустой,,,,18.0,78.9,"Мини-салат с рукколой, цветной капустой и редисом",165.0,93.3,Артишок запечённый с чесноком и маслом,12.0,85.9,Легкий салат с цветной капустой и зеленью,25.0,70.7,"Салат из цветной капусты, редиса и зелени"
dish_1562787848,416.8,21,"cherry tomatoes, onions, pilaf, brown rice, lemon juice",350.0,16.0,"Запечённая свинина с кускусом, кукурузой и овощным салатом",270.0,35.2,"Свинина с булгуром, кукурузой и овощным салатом",350.0,16.0,"Свинина с гарниром из булгура, кукурузы и салата",430.0,3.2,"Запечённая куриная грудка с гречкой, кукурузой и овощным салатом",420.0,0.8,Котлета из свинины с кукурузой и овощами,485.0,16.4,Запеченная свинина с булгуром и свежим салатом,650.0,55.9,"Свинина с рисом, кукурузой и овощным салатом"
dish_1562788760,331.3,17,"green onions, vinegar, pork, brown rice, lemon juice",220.0,33.6,Жареная куриная грудка с омлетом со шпинатом,210.0,36.6,Запечённая куриная грудка с овощной запеканкой,350.0,5.6,Кусок запечённого мяса с гарниром из овощной запеканки,310.0,6.4,Запечённая куриная грудка с овощным омлетом/фриттатой,385.0,16.2,Котлета мясная с отварным картофелем,285.0,14.0,Запеченная свинина с запеканкой,380.0,14.7,Запеченная свинина с овощным гарниром
dish_1562788816,506.6,19,"cherry tomatoes, pork, corn on the cob, onions, parsley",350.0,30.9,"Куриная грудка с рисом, кукурузой и омлетом со шпинатом",320.0,36.8,"Куриная грудка с рисом, кукурузой и овощной запеканкой",350.0,30.9,"Мясо с рисом, кукурузой и запеканкой",420.0,17.1,"Запечённая куриная грудка с варёным рисом, кукурузой и овощным гарниром",385.0,24.0,Рыба на гриле с рисом и овощами,495.0,2.3,Запеченная свинина с рисом и запеканкой,550.0,8.6,"Мясное блюдо с рисом, кукурузой и запеканкой"
dish_1562790295,538.7,11,"walnuts, salt, mustard, grilled chicken, blueberries",350.0,35.0,"Салат с курицей, грецкими орехами и баклажанами",320.0,40.6,"Салат с курицей, баклажанами, грецкими орехами и зеленью",320.0,40.6,"Салат с курицей, баклажанами, грецкими орехами и зеленью",420.0,22.0,"Салат с куриным филе, жареными баклажанами и грецкими орехами на рукколе",380.0,29.5,"Салат с жареными овощами, орехами и сыром фета",415.0,23.0,"Салат с курицей, баклажанами и грецкими орехами",480.0,10.9,"Салат с курицей, баклажанами, рукколой и грецкими орехами"
dish_1562860700,23.5,1,pineapple,15.0,36.2,кусочки ананаса,13.0,44.7,кусочки ананаса,25.0,6.4,Кусочки ананаса,41.0,74.5,Нарезанный ананас,312.0,1227.7,Картофель жареный,25.0,6.4,Нарезанный ананас,40.0,70.2,Кусочки ананаса
dish_1562861125,190.8,9,"bell peppers, mustard, cucumbers, salt, garlic",130.0,31.9,"Салат из шпината, моркови и вареного яйца",70.0,63.3,"Салат из шпината, моркови и яичных белков",70.0,63.3,"Салат из шпината, моркови и яичных белков",245.0,28.4,"Салат со шпинатом, морковью и моцареллой",225.0,17.9,Картофельное пюре с овощами,225.0,17.9,"Салат со шпинатом, морковью и моцареллой",280.0,46.7,"Салат со шпинатом, морковью и моцареллой"
dish_1562872182,41.5,2,"mushroom, bok choy",40.0,3.7,Тушеные овощи с грибами,38.0,8.5,"Тушёные овощи (пак чой, шампиньоны, лук)",50.0,20.4,Овощное блюдо с грибами,42.0,1.1,Тушёный пак-чой с грибами,28.0,32.6,Салат из зелени с грибами,31.0,25.4,Тушеные овощи (бок-чой и грибы),90.0,116.7,Тушеные овощи с грибами
dish_1562872223,306.9,16,"chicken, garlic, rosemary, wheat berry, squash",280.0,8.8,Курица с тушеными овощами,270.0,12.0,Курица с тушёным пак чоем и шампиньонами,250.0,18.5,Курица с овощами,380.0,23.8,Запечённая курица с тушёным бок-чоем и грибами,285.0,7.1,Курица с овощами и грибами,415.0,35.2,Жареная курица с тушеными овощами,480.0,56.4,"Курица с тушеными овощами (бок-чой, картофель, грибы)"
dish_1562872396,179.6,15,"thyme, garlic, lemon juice, zucchini, wheat berry",220.0,22.5,Запечённая курица с тушёным пак-чой,210.0,17.0,"Курица, запечённая с приправами, с тушёными зелёными овощами",320.0,78.2,Запечённое мясо с тушёными овощами,390.0,117.2,Жареные куриные крылышки с тушёным пак-чоем,385.0,114.4,Жареное мясо с овощами,225.0,25.3,Запеченное куриное крыло с тушеной капустой пак-чой,450.0,150.6,Куриные крылышки в панировке с тушеной капустой пак-чой
dish_1562872914,135.4,14,"jicama, sour cream, fish, arugula, pepper",180.0,32.9,Жареная рыба с овощами,140.0,3.4,Запечённая рыба с овощами,150.0,10.8,Запечённая рыба с овощами,245.0,80.9,Запечённые макароны (паста) с овощами и сыром,245.0,80.9,Омлет с овощами и травами,245.0,80.9,Жареная рыба в соусе,250.0,84.6,Рыба в кляре или соусе
dish_1562875833,156.1,14,"arugula, nopales, jicama, sour cream, corn",280.0,79.3,Жареная рыба с зеленью и специями,140.0,10.3,Жареная рыба с зелёным луком,250.0,60.1,Жареная рыба с овощами,220.0,40.9,Жареная рыба в пряном кляре с овощами,245.0,56.9,Жареная курица (крылья),245.0,56.9,Жареная рыба с овощами,280.0,79.3,Жареная рыба с овощами
dish_1562876494,40.1,14,"pepper, chicken, squash, wheat berry, spinach (raw)",50.0,24.7,Кусочки курицы с овощами и крупой,45.0,12.2,Курица с зелёной фасолью и кус-кусом,80.0,99.5,"Минимальная порция с курицей, фасолью и крупой",110.0,174.3,Кусочки курицы в кляре со стручковой фасолью,195.0,386.2,Картофель с зелёной фасолью,35.0,12.7,Остатки еды,45.0,12.2,Остатки еды на тарелке
dish_1562876645,220.8,15,"pepper, chicken, squash, spinach (raw), lemon juice",450.0,103.8,Кусок жареной куриной ножки и кусок пиццы с сыром,220.0,0.4,Куриная ножка и кусок пиццы с сыром,280.0,26.8,Куриная ножка и кусок пиццы,520.0,135.5,Жареная куриная ножка и кусок пиццы,380.0,72.1,Курица жареная с хлебом,425.0,92.5,Жареная куриная ножка и кусок пиццы,550.0,149.1,Куриная ножка в панировке и кусок пиццы
dish_1562876709,304.4,17,"chicken, wheat berry, green beans, spinach (raw), zucchini",400.0,31.4,"Куриная ножка с рисом, стручковой фасолью и кусочком пиццы",340.0,11.7,"Куриная ножка с рисом, стручковой фасолью и кусочком пиццы",450.0,47.8,"Куриная ножка с рисом, стручковой фасолью и кусочком пиццы",720.0,136.6,"Смешанная тарелка: жареная куриная ножка, рис с овощами, стручковая фасоль, кусок пиццы",570.0,87.3,"Курица с рисом, стручковой фасолью и хлебом",595.0,95.5,"Обед с куриной ножкой, рисом, стручковой фасолью и кусочком пиццы",780.0,156.3,"Куриная ножка с рисом, стручковой фасолью и кусочком пиццы"
dish_1562945445,362.2,8,"sweet potato, broccoli, greek yogurt, egg whites, milk",280.0,22.7,"каша с бананом, виноградом, брокколи, жареным картофелем и творогом",260.0,28.2,"Тарелка с гречневой кашей, бананом, виноградом, жареным картофелем, брокколи и творогом",350.0,3.4,"Смешанное блюдо с овощами, фруктами и кашей",370.0,2.2,"Смешанная тарелка: гречка с бананом, картофель жареный, брокколи, виноград, цветная капуста",385.0,6.3,Мясное блюдо с овощами и картофелем,415.0,14.6,"Сборное блюдо с кашей, фруктами, овощами и сыром",450.0,24.3,"Завтрак с творогом, кашей, фруктами и овощами"
dish_1562947020,533.1,2,"scrambled eggs, cheese",210.0,60.6,Яичница-болтунья с морковью,340.0,36.2,яичница-болтунья с сыром,300.0,43.7,Яичница с сыром,245.0,54.0,Яичница-болтунья с морковью,285.0,46.5,Картофельные драники,225.0,57.8,Скрэмбл с морковью,280.0,47.5,Яичница-скрэмбл с морковью
dish_1562950057,320.1,2,"scrambled eggs, roasted potatoes",180.0,43.8,яичница-болтунья с отварным картофелем,210.0,34.4,Яичница-болтунья с отварным картофелем,,,,390.0,21.8,Яичница-болтунья с жареным картофелем,385.0,20.3,Картофель жареный с омлетом,220.0,31.3,Скрэмбл с отварным картофелем,280.0,12.5,Яичница-скрэмбл с отварным картофелем
dish_1562959485,45.2,9,"mixed greens, lettuce, carrot, pumpkin seeds, salt",10.0,77.9,салат из рукколы с остатками соуса,25.0,44.7,Остатки салата из зелени с заправкой,,,,12.0,73.5,Остатки салата с рукколой (почти съеденное блюдо),95.0,110.0,Салат из свежей зелени с остатками соуса,25.0,44.7,Остатки салата,25.0,44.7,Остатки салата из рукколы
dish_1562963006,259.1,12,"cilantro, tomatillo, quinoa, fish, arugula",280.0,8.1,Жареная куриная грудка с овощами,320.0,23.5,Куриная запеканка с овощами и сыром,320.0,23.5,Курица с овощами и зеленью,265.0,2.3,Яичница-болтунья с овощами и зеленью,340.0,31.2,Жареная котлета с овощами,215.0,17.0,Омлет с овощами,280.0,8.1,Курица в соусе с овощами
dish_1563207277,153.1,3,"yam, sweet potato, olive oil",45.0,70.6,запечённые овощи,45.0,70.6,Запечённый батат,,,,95.0,37.9,Жареные кубики батата и баклажана,110.0,28.1,Жареные кубики сладкого картофеля и моркови,110.0,28.1,Запеченный батат,130.0,15.1,Запеченный батат
dish_1563216659,190.1,10,"garlic, cherry tomatoes, chicken breast, spinach (raw), parmesan cheese",180.0,5.3,Курица в панировке с жареными кабачками,180.0,5.3,Куриная грудка в панировке с жареными кабачками,250.0,31.5,Куриные наггетсы с жареными кабачками,420.0,121.0,Куриное филе в панировке с начинкой из зелени и обжаренные кабачки с травами,420.0,121.0,Креветки в панировке с овощами,315.0,65.7,Курица в панировке с жареными кабачками,450.0,136.8,Куриное филе в панировке с жареными кабачками
dish_1563217993,279.7,21,"mangos, pork, garlic, onions, jalapenos",350.0,25.1,"Тарелка с рисом, жареным мясом, брокколи и тыквой",120.0,57.1,Овощное ассорти с рисом и кусочками тыквы,280.0,0.1,Овощи с мясом и гарниром,420.0,50.2,"Тарелка с рисом, мясом, брокколи, тыквой и овощами",420.0,50.2,Овощное ассорти с мясом,435.0,55.5,"Жареное мясо с рисом, овощами и фруктами",450.0,60.9,"Смешанное блюдо с курицей, рисом, тыквой, брокколи и салатом"
dish_1563220087,162.7,2,"broccoli, pepperoni pizza",180.0,10.6,кусок пиццы с пепперони и брокколи на пару,190.0,16.8,Кусок пиццы с пепперони и брокколи,250.0,53.6,Кусок пиццы с брокколи,310.0,90.5,Кусок пиццы с пепперони и броккoli на гарнир,310.0,90.5,Пицца с брокколи,160.0,1.7,Кусочек пиццы пепперони с брокколи,250.0,53.6,Кусочек пиццы пепперони с брокколи
dish_1563220987,225.0,10,"olive oil, arugula, pork, salt, onions",140.0,37.8,Жареное куриное филе с листьями шпината,160.0,28.9,Жареное мясо с листом шпината,200.0,11.1,Жареное мясо с листьями салата,230.0,2.2,Жареная курица с листьями шпината,145.0,35.6,Жареные креветки с зеленью,175.0,22.2,Жареная свинина с зеленью,450.0,100.0,Жареная свинина с рисом и зеленью
dish_1563222800,302.3,17,"chicken breast, cherry tomatoes, pork, spinach (raw), pepperoni pizza",220.0,27.2,кусочки курицы с пиццей и грибом,220.0,27.2,Куриная грудка с кусочком пиццы и жареным грибом,350.0,15.8,Кусочки курицы с пиццей и грибом,285.0,5.7,Остатки еды: куриное филе и кусочек пиццы с пепперони,385.0,27.3,Мясо птицы с овощами и хлебом,297.0,1.8,Куриная грудка с кусочком пиццы пепперони,400.0,32.3,"Куриное филе, кусочек пиццы пепперони и жареный кусочек мяса"
dish_1563304261,30.2,4,"kale, croutons, caesar dressing, parmesan cheese",25.0,17.2,салат из капусты кейл с чесноком и сухариком,38.0,25.8,Салат из брокколи с гренками,120.0,297.2,Салат с зеленью и сухариками,55.0,82.1,Салат из зелени с помидором,24.0,20.6,Салат из зелени с помидором,45.0,49.0,Остатки салата Цезарь,25.0,17.2,Салат из зелени с сухариком
dish_1563304333,451.2,15,"croutons, salt, chicken, spinach (raw), parsley",400.0,11.4,Курица с жареным картофелем и салатом из капусты,340.0,24.7,Куриная грудка с запечённым картофелем и тушёной капустой,,,,620.0,37.4,Запечённая куриная грудка с жареным картофелем и тушёной зеленью,420.0,6.9,Жареное мясо с картофелем и зеленью,465.0,3.1,Запеченная рыба с картофелем и салатом из капусты,550.0,21.9,Курица с запеченным картофелем и зеленым салатом
dish_1563391959,245.8,15,"garlic, arugula, squash, onions, olive oil",220.0,10.5,Запечённая рыба с рисом и овощами,145.0,41.0,Запечённая куриная грудка с брокколи и кабачками,280.0,13.9,Курица с рисом и овощами,390.0,58.7,Рыбные шарики в панировке с овощами (брокколи и цукини),245.0,0.3,Креветки в панировке с овощами,385.0,56.6,Рыба в панировке с рисом и овощами на пару,380.0,54.6,"Рыба в панировке с рисом, брокколи и цукини"
dish_1563395341,143.6,1,cheese pizza,80.0,44.3,кусок пиццы с сыром,120.0,16.4,Кусок пиццы с сыром,220.0,53.2,Кусок пиццы,160.0,11.4,Кусочек пиццы,72.0,49.9,Печенье с сыром,115.0,19.9,Кусочек пиццы Маргарита,130.0,9.5,Кусочек пиццы Маргарита
dish_1563468199,53.5,1,pineapple,30.0,43.9,Фрукты с творогом,22.0,58.9,Нарезанный ананас с небольшим количеством творога,25.0,53.3,Фрукты на тарелке,68.0,27.1,Нарезанный ананас с кусочками персика,280.0,423.4,Картофель фри с солью,52.0,2.8,Ананас с творогом,70.0,30.8,Ананас с творогом
dish_1563550976,284.7,4,"bacon, cheese, scrambled eggs, roasted potatoes",450.0,58.1,"завтрак с беконом, яичницей, тертым сыром и жареным картофелем",340.0,19.4,"Яичница с картофелем, беконом и тертым сыром",,,,480.0,68.6,"Яичница-болтунья с беконом, тёртым сыром и жареным картофелем",645.0,126.6,Завтрак с беконом и жареной картошкой,485.0,70.4,"Яичница-скрэмбл с беконом, жареным картофелем и сыром",480.0,68.6,"Завтрак с яичницей, картофелем и беконом"
dish_1563555100,190.9,2,"cantaloupe, scrambled eggs",180.0,5.7,яичница-болтунья с дыней,210.0,10.0,Яичница-болтунья с дыней,220.0,15.2,Яичница-болтунья с дыней,310.0,62.4,Яичница-болтунья с дыней,285.0,49.3,Омлет с печеной тыквой,201.0,5.3,Скрэмбл с дыней,250.0,30.9,Яичница-скрэмбл с дыней
dish_1563564828,452.2,25,"lemon juice, cherry tomatoes, fish, eggs, olive oil",450.0,0.5,"рыба с чечевицей, гречка, салат из капусты кейл с сыром, кукуруза на пару",340.0,24.8,"Овощная тарелка с гречкой, голубцом, мясной запеканкой, салатом из капусты и кукурузой",450.0,0.5,"Овощное блюдо с гречкой, салатом из капусты и кукурузой",520.0,15.0,"Смешанная тарелка: рыба с чечевицей, гречка с овощами, салат из капусты кейл, кукуруза, хлеб с соусом",520.0,15.0,Микс овощных и мясных блюд,485.0,7.2,"Ассорти из рыбы, булгура, салата кейл и кукурузы",650.0,43.7,"Рыба с чечевицей, гречка, салат из капусты кейл, кукуруза и запеканка"
dish_1563565508,403.9,31,"ground turkey, vinegar, celery, onions, parmesan cheese",280.0,30.7,"Салат с зеленью, кукурузой и курицей",270.0,33.1,Салат с куриной котлетой и кукурузой,,,,420.0,4.0,"Салатная тарелка с капустой кейл, зеленью, кукурузой и мясными шариками",420.0,4.0,Мясной стейк с овощами и зеленью,415.0,2.8,"Салат с куриной котлетой, кейлом и кукурузой",450.0,11.4,"Сборное блюдо с курицей, капустой кейл, кукурузой и зеленью"
dish_1563566810,392.3,12,"mustard, olive oil, cucumbers, cherry tomatoes, figs",350.0,10.8,"Салат с гречкой, коричневым рисом, овощами и оливками",270.0,31.2,"Овощной салат с гречкой, диким рисом и маслинами",250.0,36.3,"Салат с овощами, гречка и оливки",390.0,0.6,"Гречка с тушёными овощами, листовым салатом и фасолью",285.0,27.4,"Салат с киноа, овощами и фасолью",435.0,10.9,"Овощной салат с бурым рисом, гречкой и оливками",480.0,22.4,Гарнир из бурого риса и гречки с овощами и оливками
dish_1563567319,398.6,12,"fish, cherry tomatoes, salt, wheat berry, chard",320.0,19.7,Запечённая рыба с чечевицей и овощами,210.0,47.3,Запечённая рыба с гречкой и овощами,250.0,37.3,Рыба с гречкой и овощами,410.0,2.9,Запечённая скумбрия с чечевицей и овощами,485.0,21.7,Запечённая скумбрия с овощами и орехами,315.0,21.0,Сельдь с гречкой и зеленью,280.0,29.8,Сельдь с булгуром и зеленью
dish_1563568148,171.0,13,"garlic, shallots, chive, olive oil, parsley",220.0,28.7,Жареная рыба с тушеным пак-чой,170.0,0.6,Запечённая рыба с тушёным бок чой,220.0,28.7,Рыба с зеленью,185.0,8.2,Запечённая рыба с тушёным бок-чой,185.0,8.2,Запечённый баклажан с брокколи,182.0,6.4,Запеченная рыба с бок-чой,280.0,63.7,Куриное филе с бок-чоем
dish_1563811463,220.6,4,"olive oil, egg whites, sweet potato, cantaloupe",280.0,26.9,Овощи с яйцами,110.0,50.1,"Овощное ассорти (цветная капуста, жареный картофель, дыня)",180.0,18.4,Овощное блюдо с соусом,390.0,76.8,Жареный картофель с тыквой и яичницей-глазуньей,285.0,29.2,"Отварная рыба с картофелем, морковью и пюре",265.0,20.1,"Завтрак с яичницей, жареным картофелем и дыней",450.0,104.0,"Завтрак с дыней, жареным картофелем и творогом/сыром"
dish_1563811490,268.8,5,"olive oil, sausage, cantaloupe, sweet potato, egg whites",350.0,30.2,"яичница с жареным картофелем, морковью и колбасой",210.0,21.9,Овощная тарелка с колбасой,250.0,7.0,Овощное блюдо с соусом,310.0,15.3,"Жареный картофель с сосиской, тыква варёная, капуста тушёная/варёная",485.0,80.4,"Вареная колбаса с картофелем, морковью и мозаареллой",415.0,54.4,"Завтрак с яичницей-болтуньей из белков, жареным картофелем, колбасой и дыней",480.0,78.6,"Завтрак с дыней, жареным картофелем, колбасой и творогом"
dish_1563813833,256.9,2,"sausage, egg whites",280.0,9.0,яичница-болтунья с колбасой,170.0,33.8,Яичные белки с колбасой (чоризо),180.0,29.9,Яичница из белков с колбасой,175.0,31.9,Нарезанные варёные яичные белки с кружочками колбасы/сосиски,245.0,4.6,Картофель отварной с колбасой,345.0,34.3,Яичница-болтунья с колбасой,350.0,36.3,Яичница с колбасками
dish_1563822597,59.4,4,"broccoli, caesar salad, squash, zucchini",180.0,203.0,Салат Цезарь с овощами,120.0,102.0,Салат Цезарь с жареными кабачками и желтым сквошем,180.0,203.0,Салат Цезарь с овощами на гриле,210.0,253.5,Салат Цезарь с желтым цукини,245.0,312.5,Салат с грilled овощами и курицей,265.0,346.1,Салат Цезарь с жареными кабачками,320.0,438.7,Салат Цезарь с кабачками и цукини
dish_1563823894,368.3,14,"cucumbers, olive oil, turnips, tatsoi, parsley",350.0,5.0,Стейк с жареными овощами и жареным корнем сельдерея,220.0,40.3,Говядина на гриле с жареной репой и овощным рагу,450.0,22.2,Говядина с овощами и жареным картофелем,520.0,41.2,Жареный стейк с картофелем и сальсой из манго,520.0,41.2,Стейк из говядины с жареным картофелем и овощами,485.0,31.7,Стейк с жареным картофелем и овощным рагу,550.0,49.3,Стейк из говядины с жареным картофелем и овощным рагу
dish_1563827482,894.5,11,"caesar salad, garlic, broccoli, zucchini, lime",350.0,60.9,Жареная говядина с овощами и салатом,370.0,58.6,Говядина с овощами и салатом,420.0,53.0,Салат с овощами и говядиной,520.0,41.9,Жареная говядина с овощами гриль и салатом,580.0,35.2,"Салат с беконом, креветками и картофелем фри",465.0,48.0,Жареная говядина с овощами и салатом,650.0,27.3,Стейк из говядины с овощами и салатом
